 0.4070  0.4070  0.1850  0.0000  0.0000
 0.2590  0.3700  0.2590  0.1110  0.0000
 0.1110  0.2220  0.3330  0.2220  0.1110
 0.0000  0.1110  0.2590  0.3700  0.2590
 0.0000  0.0000  0.1850  0.4070  0.4070
