 0.2830  0.2830  0.2830  0.1500  0.0000  0.0000  0.0000
 0.2500  0.2500  0.2500  0.1830  0.0670  0.0000  0.0000
 0.1500  0.2170  0.2170  0.2170  0.1330  0.0670  0.0000
 0.0670  0.1330  0.2000  0.2000  0.2000  0.1330  0.0670
 0.0000  0.0670  0.1330  0.2170  0.2170  0.2170  0.1500
 0.0000  0.0000  0.0670  0.1830  0.2500  0.2500  0.2500
 0.0000  0.0000  0.0000  0.1500  0.2830  0.2830  0.2830
